// Questionario de treino para Avaliacao C1 - REDES INDUSTRIAIS E LIOT,,,,
// Arquivo em formato compativel com Sample_Question_Import_UTF8.csv,,,,
,,,,
QuestionText,"Relacione os métodos HTTP com o uso mais adequado em uma API REST simples:",,,
Points,1,,,
Difficulty,3,,,
Scoring,EquallyWeighted,,,
Choice,1,GET,,
Choice,2,POST,,
Choice,3,PUT,,
Choice,4,DELETE,,
Choice,5,PATCH,,
Match,5,"Aplicar uma modificação parcial em um recurso existente.",,
Match,4,"Remover um recurso específico.",,
Match,1,"Obter dados de um recurso sem alterar o estado do servidor.",,
Match,2,"Submeter dados a um recurso, frequentemente causando mudança no servidor.",,
Match,3,"Substituir completamente a representação de um recurso existente.",,
Feedback,"A relação correta é PATCH, DELETE, GET, POST e PUT.",,,
,,,,
NewQuestion,M,,,
ID,REDES-C1-EXC-010,,,
Title,Metodos HTTP - treino,,,
QuestionText,"Relacione cada operação de uma API REST ao método HTTP mais adequado:",,,
Points,1,,,
Difficulty,3,,,
Scoring,EquallyWeighted,,,
Choice,1,GET,,
Choice,2,POST,,
Choice,3,PUT,,
Choice,4,DELETE,,
Choice,5,PATCH,,
Match,1,"Consultar a lista de produtos cadastrados sem modificar os dados do servidor.",,
Match,2,"Enviar os dados de um novo cadastro para processamento pelo servidor.",,
Match,3,"Enviar uma nova representação completa de um produto já existente.",,
Match,5,"Alterar apenas o preço de um produto, preservando os demais campos.",,
Match,4,"Excluir um produto específico identificado por sua URI.",,
Feedback,"GET consulta, POST submete/cria, PUT substitui, PATCH altera parcialmente e DELETE remove.",,,
,,,,
NewQuestion,MC,,,
ID,REDES-C1-EXC-011,,,
Title,HTTP REST JSON e status - prova,,,
QuestionText,"Em uma aplicação Web, um navegador precisa consultar os dados de um usuário e, em outro momento, atualizar parcialmente o e-mail desse mesmo usuário. Considere o recurso representado pela URI /users/10.<br><br>Com base no protocolo HTTP e nas boas práticas vistas em aula, responda:<br><br>a) Qual método HTTP deve ser utilizado para consultar os dados de /users/10? Justifique por que esse método é adequado.<br><br>b) Qual método HTTP deve ser utilizado para atualizar apenas o campo email desse usuário? Justifique por que esse método é mais adequado do que substituir o recurso inteiro.<br><br>c) Escreva um exemplo simples de corpo JSON para a atualização do e-mail.<br><br>d) Indique um código de status HTTP adequado para uma resposta de sucesso e um código adequado caso o usuário não seja encontrado.",,,
Points,2,,,
Difficulty,4,,,
Option,100,"GET /users/10 para consultar; PATCH /users/10 para atualizar parcialmente; corpo JSON como {\"email\":\"novo.email@exemplo.com\"}; sucesso 200 OK ou 204 No Content; erro 404 Not Found.",,"Correto. GET consulta, PATCH altera parcialmente, JSON transporta o campo alterado e 404 indica recurso não encontrado."
Option,0,"POST /users/10 para consultar; DELETE /users/10 para atualizar; corpo JSON como {\"email\":\"novo.email@exemplo.com\"}; sucesso 500; erro 200.",,"Incorreto. POST não é usado para consulta, DELETE remove recurso e os códigos de status estão invertidos/inadequados."
Option,0,"PUT /users/10 para consultar; GET /users/10 para atualizar parcialmente; sem corpo JSON; sucesso 404; erro 204.",,"Incorreto. GET consulta, não atualiza; PUT não é método de consulta e 404 não é sucesso."
Option,0,"PATCH /users/10 para consultar; GET /users/10 para alterar e-mail pela URI; sucesso 400; erro 100.",,"Incorreto. PATCH não é usado para consulta e GET não deve alterar estado do servidor."
Feedback,"A resposta correta usa GET para leitura, PATCH para atualização parcial, JSON no corpo da alteração e status 200/204 para sucesso e 404 para não encontrado.",,,
,,,,
NewQuestion,MC,,,
ID,REDES-C1-EXC-012,,,
Title,HTTP REST JSON e status - treino,,,
QuestionText,"Em uma aplicação Web, um cliente precisa consultar os dados de um produto e, em outro momento, atualizar parcialmente apenas a descrição desse produto. Considere o recurso representado pela URI /products/25.<br><br>Com base no protocolo HTTP e nas boas práticas vistas em aula, selecione a alternativa que apresenta os métodos, corpo JSON e códigos de status mais adequados.",,,
Points,2,,,
Difficulty,4,,,
Option,100,"GET /products/25 para consultar; PATCH /products/25 para atualizar parcialmente; corpo JSON como {\"description\":\"Nova descrição do produto\"}; sucesso 200 OK ou 204 No Content; erro 404 Not Found.",,"Correto. GET consulta, PATCH modifica parcialmente e 404 indica que o produto não foi encontrado."
Option,0,"DELETE /products/25 para consultar; POST /products/25 para remover descrição; corpo JSON vazio; sucesso 404; erro 200.",,"Incorreto. DELETE remove recurso e os códigos de status estão inadequados."
Option,0,"GET /products/25 para atualizar parcialmente; PATCH /products/25 para consultar; corpo JSON como {\"description\":\"Nova descrição\"}; sucesso 500; erro 204.",,"Incorreto. GET não altera estado e PATCH não é usado para consulta."
Option,0,"PUT /products/25 para consultar; GET /products/25 para alterar descrição pela URL; sucesso 400; erro 100.",,"Incorreto. PUT não é consulta e GET não deve ser usado para atualização de dados."
Feedback,"A operação de leitura deve usar GET. A alteração parcial de um único campo deve usar PATCH com JSON no corpo. Sucesso pode ser 200 ou 204, e recurso inexistente deve retornar 404.",,,
