// Questionario objetivo para segunda avaliacao de Redes,,,,
// Arquivo em formato compativel com Sample_Question_Import_UTF8.csv,,,,
,,,,
Option,0,"Se um protocolo detecta erro, ele sempre consegue corrigir o bit alterado sem ajuda de retransmissão.",,"Incorreto. Detecção e correção são capacidades diferentes."
Feedback,"Detecção responde 'algo deu errado'. Correção responde 'algo deu errado e consigo consertar', o que exige mais redundância.",,,
,,,,
NewQuestion,MC,,,
ID,REDES-AV2-003,,,
Title,MAC Ethernet e CSMA CD,,,
QuestionText,"Por que o CSMA/CD praticamente deixa de ser necessário em uma Ethernet comutada moderna operando em full-duplex?",,,
Points,1,,,
Difficulty,3,,,
Option,100,"Porque cada host normalmente usa um enlace ponto a ponto com o switch e pode transmitir em full-duplex, sem disputar um único meio compartilhado.",,"Correto. Sem meio compartilhado em disputa, colisões deixam de fazer parte do funcionamento normal."
Option,0,"Porque o endereço MAC passa a ser substituído pelo endereço IP dentro do quadro Ethernet.",,"Incorreto. O quadro Ethernet continua usando endereços MAC."
Option,0,"Porque o switch passa a corrigir todos os erros usando código de Hamming.",,"Incorreto. Switches não eliminam CSMA/CD por correção de erros."
Option,0,"Porque VLANs removem o campo FCS do quadro Ethernet.",,"Incorreto. VLANs não removem o mecanismo de verificação do quadro."
Feedback,"CSMA/CD foi essencial na Ethernet clássica com meio compartilhado. Em enlaces comutados full-duplex, a lógica de colisão deixa de ser central.",,,
,,,,
NewQuestion,M,,,
ID,REDES-AV2-004,,,
Title,Dispositivos e segmentacao de rede,,,
QuestionText,"Relacione cada dispositivo ou conceito à sua função principal em redes locais e entre redes.",,,
Points,1,,,
Difficulty,3,,,
Scoring,EquallyWeighted,,,
Choice,1,Hub,,
Choice,2,Switch de camada 2,,
Choice,3,Roteador,,
Choice,4,VLAN,,
Choice,5,IEEE 802.1Q,,
Match,1,"Replica sinais para todas as portas, mantendo o meio logicamente compartilhado.",,
Match,2,"Aprende endereços MAC e encaminha quadros seletivamente dentro da LAN.",,
Match,3,"Encaminha pacotes IP entre redes diferentes.",,
Match,4,"Divide a infraestrutura Ethernet em LANs lógicas e domínios de broadcast separados.",,
Match,5,"Marca quadros com identificador de VLAN, especialmente em enlaces trunk.",,
Feedback,"Hub atua de forma repetidora, switch decide por MAC, roteador decide por IP, VLAN segmenta logicamente e 802.1Q identifica VLANs em quadros.",,,
,,,,
NewQuestion,MS,,,
ID,REDES-AV2-005,,,
Title,Switches VLANs e broadcast,,,
QuestionText,"Sobre switches, aprendizado de MAC, VLANs e broadcast, selecione todas as afirmações corretas.",,,
Points,1,,,
Difficulty,5,,,
Scoring,RightAnswers,,,
Option,1,"Um switch aprende dinamicamente observando o endereço MAC de origem dos quadros recebidos e associando esse MAC à porta de entrada.",,"Correto. Esse é o princípio do aprendizado reverso."
Option,1,"Quando o destino é desconhecido, o switch pode fazer flood para portas relevantes, exceto a porta por onde o quadro entrou.",,"Correto. Flood é usado quando falta informação sobre o destino ou em broadcasts."
Option,1,"Cada VLAN forma um domínio de broadcast próprio; um broadcast da VLAN 10 não deve atingir automaticamente hosts da VLAN 20.",,"Correto. VLANs separam domínios lógicos de camada 2."
Option,1,"Uma porta trunk pode transportar quadros de múltiplas VLANs entre switches usando identificação de VLAN.",,"Correto. Trunks precisam carregar tráfego de mais de uma VLAN."
Option,0,"Se duas máquinas estão em VLANs diferentes no mesmo switch físico, elas sempre se comunicam diretamente em camada 2 sem roteamento.",,"Incorreto. VLANs diferentes são domínios de camada 2 separados; comunicação entre elas exige camada 3."
Option,0,"O switch de camada 2 encaminha quadros principalmente olhando o endereço IP de destino.",,"Incorreto. Switch L2 toma decisões locais principalmente com base em MAC e VLAN."
Feedback,"Switches reduzem tráfego desnecessário por aprendizado MAC, mas VLANs continuam impondo limites lógicos de broadcast e de encaminhamento em camada 2.",,,
,,,,
NewQuestion,O,,,
ID,REDES-AV2-006,,,
Title,Algoritmo de Dijkstra,,,
QuestionText,"Ordene as etapas conceituais do algoritmo de Dijkstra para encontrar o menor caminho em um grafo de roteadores.",,,
Points,1,,,
Difficulty,4,,,
Scoring,RightMinusWrong,,,
Item,"Inicializar a origem com custo zero e os demais nós com custo infinito.",NOT HTML,"Primeiro o algoritmo define os custos iniciais.",
Item,"Escolher, entre os nós provisórios, aquele com menor custo conhecido.",NOT HTML,"Depois é escolhido o melhor candidato ainda não confirmado.",
Item,"Tornar esse nó permanente, confirmando seu menor custo.",NOT HTML,"Quando o menor provisório é escolhido, seu custo passa a ser definitivo.",
Item,"Relaxar as arestas que saem do nó recém-confirmado, atualizando custos e predecessores quando houver melhora.",NOT HTML,"A relaxação testa se passar pelo novo nó melhora caminhos conhecidos.",
Item,"Repetir o processo até alcançar o destino ou esgotar os nós e então reconstruir a rota pelos predecessores.",NOT HTML,"No final, os predecessores permitem recuperar o caminho encontrado.",
Feedback,"Dijkstra confirma progressivamente os menores custos e usa predecessores para reconstruir a rota final.",,,
,,,,
NewQuestion,M,,,
ID,REDES-AV2-007,,,
Title,Calculos de IPv4 e sub-redes,,,
QuestionText,"Considere o bloco 192.168.10.0/24 dividido em sub-redes de tamanho fixo. Calcule e relacione cada informação à resposta correta.",,,
Points,1,,,
Difficulty,5,,,
Scoring,EquallyWeighted,,,
Choice,1,"Prefixo necessário para dividir 192.168.10.0/24 em 4 sub-redes iguais",,
Choice,2,"Máscara decimal correspondente ao prefixo /26",,
Choice,3,"Sub-rede à qual pertence o endereço 192.168.10.77/26",,
Choice,4,"Broadcast da sub-rede 192.168.10.64/26",,
Choice,5,"Quantidade de hosts utilizáveis em uma sub-rede /26",,
Match,1,/26,,
Match,2,255.255.255.192,,
Match,3,192.168.10.64/26,,
Match,4,192.168.10.127,,
Match,5,62,,
Feedback,"Para dividir um /24 em 4 partes, emprestam-se 2 bits, resultando em /26. Cada /26 tem blocos de 64 endereços e 62 hosts utilizáveis.",,,
