FALSE,100,"Correto. A afirmação está errada. Marco é um ponto de controle usado para avaliar progresso internamente. Entregável é um produto de trabalho enviado ao cliente. A revisão interna de arquitetura é um marco, não um entregável. Confundir os dois pode gerar expectativas erradas no cliente e problemas contratuais.",
,,,,
NewQuestion,MC,,,
ID,ES-1210,,,
Title,Propagação de atraso,,,
QuestionText,"Considere a seguinte tabela de dependências entre tarefas de um projeto:

| Tarefa | Duração | Dependências |
| T1: definir modelo de dados | 5 dias | nenhuma |
| T2: implementar API de pacientes | 8 dias | T1 |
| T3: implementar tela de cadastro | 6 dias | T2 |
| T4: preparar massa de testes | 4 dias | T1 |
| T5: testar fluxo de cadastro | 5 dias | T3, T4 |

Se a tarefa T1 atrasar 3 dias, qual será o efeito sobre o projeto?",,,
Points,1,,,
Difficulty,3,,,
Option,0,"Apenas T1 será afetada. As demais tarefas têm duração própria e não dependem do início de T1.",,"Incorreto. T2 e T4 dependem diretamente de T1. Se T1 atrasa, elas não podem começar na data prevista."
Option,0,"Apenas T2 será afetada, pois é a primeira tarefa que depende diretamente de T1.",,"Incorreto. T4 também depende de T1. Além disso, o atraso se propaga: T2 atrasando afeta T3, que afeta T5."
Option,100,"Todas as tarefas serão afetadas e a entrega atrasará pelo menos 3 dias, pois o atraso se propaga pelas dependências.",,"Correto. T1 atrasando 3 dias empurra T2 e T4. T2 atrasando empurra T3. T3 e T4 atrasando empurram T5. Como T5 é a tarefa final, a entrega atrasa no mínimo 3 dias. Esse é o mecanismo de propagação: dependências transformam um atraso local em atraso global."
Option,0,"O projeto não será afetado porque T4 (massa de testes) pode ser feita em paralelo e compensa o atraso.",,"Incorreto. T4 depende de T1 também, então ela também atrasa. Além disso, T5 depende tanto de T3 quanto de T4, então o atraso em ambas as ramificações afeta a tarefa final.",,,
